Nick Jonas	pop	jonas brothers	pop rock	Disney	Nick Jonas	i love you	male vocalists	sexy	camp rock	rock	
Black Eyed Peas	Hip-Hop	pop	rnb	rap	hip hop	dance	black eyed peas	funk	american	electronic	
Selena Gomez	pop	female vocalists	Disney	Selena Gomez	pop rock	american	dance	disney channel	teen pop	radio disney	
Keane	britpop	indie	alternative	british	rock	pop	indie rock	alternative rock	piano rock	Keane	
In Flames	Melodic Death Metal	metal	death metal	swedish	Swedish Metal	gothenburg metal	heavy metal	metalcore	modern metal	rock	
Metronomy	electronic	new rave	experimental	electro	glitch	indie	british	electropop	electronica	indietronica	
Phantogram	trip-hop	electronic	indie	experimental	new york	american	female vocalists	indie pop	indietronica	electronica	
Yann Tiersen	instrumental	Soundtrack	french	piano	Classical	singer-songwriter	composer	france	Yann Tiersen	indie	
Mariah Carey	pop	rnb	female vocalists	soul	Mariah Carey	Hip-Hop	90s	american	diva	female	
Demi Lovato	pop	pop rock	female vocalists	Disney	guilty pleasure	Demi Lovato	rock	american	camp rock	teen pop	
Grizzly Bear	indie	experimental	folk	Lo-Fi	freak folk	indie rock	psychedelic	indie folk	american	psychedelic folk	
Empire of the Sun	electronic	synthpop	australian	electronica	synth pop	indie	pop	electropop	alternative	psychedelic	
Talking Heads	new wave	post-punk	80s	rock	alternative	indie	punk	classic rock	art rock	alternative rock	
The Weeknd	rnb	electronic	dubstep	Canadian	prog-rnb	r&b	downtempo	alternative rnb	soul	experimental	
Major Lazer	dancehall	electronic	reggae	dub	electro	ragga	dance	dubstep	trap	electronica	
First Aid Kit	folk	swedish	indie	female vocalists	dream pop	indie folk	indie pop	acoustic	Sweden	scandinavian	
The Naked and Famous	indie	electronic	Electro Pop	indie pop	New Zealand	electropop	female vocalists	alternative	synthpop	indie rock	
Snoop Dogg	Hip-Hop	rap	Gangsta Rap	hip hop	west coast	G-funk	Snoop Dogg	West Coast Rap	gangsta	hiphop	
Feist	female vocalists	indie	singer-songwriter	Canadian	indie pop	alternative	pop	folk	indie rock	female vocalist	
The Temper Trap	indie	indie rock	australian	alternative	rock	alternative rock	dream pop	australia	male vocalists	pop	
James Blunt	pop	singer-songwriter	acoustic	indie	rock	british	britpop	alternative	JAMES BLUNT	male vocalists	
Wiz Khalifa	Hip-Hop	rap	underground hip-hop	hip hop	pittsburgh	Wiz Khalifa	american	Hip Hop/Rap	underground	east coast rap	
Elliott Smith	singer-songwriter	indie	folk	acoustic	indie rock	alternative	indie pop	rock	Lo-Fi	indie folk	
Gotye	indie	electronic	alternative	australian	Aussie	indie pop	singer-songwriter	pop	male vocalists	indie rock	
Ludovico Einaudi	piano	Classical	contemporary classical	instrumental	ambient	italian	neoclassical	minimalism	new age	minimalist	
The Kinks	classic rock	60s	rock	british	british invasion	mod	pop	indie	oldies	Garage Rock	
Grouplove	indie	indie rock	indie pop	alternative	rock	american	pop	male vocalists	alternative rock	los angeles	
Mogwai	post-rock	instrumental	indie	alternative	post rock	ambient	Scottish	rock	experimental	indie rock	
A Day to Remember	post-hardcore	hardcore	pop punk	screamo	emocore	metalcore	melodic hardcore	emo	post hardcore	american	
The Fray	alternative	rock	piano rock	alternative rock	indie	indie rock	pop rock	piano	american	The Fray	
Die Antwoord	Hip-Hop	rap	afrikaans	next level beats	hip hop	electronic	zef	Rave	south african	experimental	
Beirut	folk	indie	indie folk	singer-songwriter	Gypsy	balkan	alternative	american	experimental	indie rock	
Stromae	electronic	dance	belgian	french	electronica	pop	House	Hip-Hop	male vocalists	Belgium	
Icona Pop	electronic	electropop	swedish	synthpop	pop	female vocalists	dance	electro	dance-pop	electro house	
Scorpions	hard rock	classic rock	rock	heavy metal	80s	german	metal	scorpions	70s	germany	
LCD Soundsystem	electronic	indie	dance	electronica	alternative	electro	indie rock	dance-punk	dance punk	rock	
Tycho	ambient	electronic	idm	downtempo	chillout	electronica	lounge	instrumental	chillwave	experimental	
Phil Collins	pop	80s	rock	classic rock	soft rock	british	Phil Collins	singer-songwriter	male vocalists	easy listening	
Pendulum	Drum and bass	electronic	Drum n Bass	dnb	electronica	australian	jungle	dance	breakbeat	rock	
Norah Jones	jazz	female vocalists	blues	singer-songwriter	pop	soul	norah jones	rock	female	vocal jazz	
Cat Power	indie	female vocalists	singer-songwriter	folk	alternative	indie rock	indie pop	rock	american	indie folk	
Metric	indie	indie rock	female vocalists	Canadian	alternative	rock	indie pop	electronic	alternative rock	new wave	
Becky G	pop	female vocalists	rap	Hip-Hop	american	hip hop	United States	vocal	Becky G	sexy	
Soundgarden	Grunge	rock	alternative rock	alternative	hard rock	90s	seattle	metal	alternative metal	american	
ODESZA	chillwave	electronic	glo-fi	ambient	electronica	chillout	experimental	american	idm	discover	
Zhu	House	electronic	deep house	trance	Driving	electronica	post-hardcore	dj	Progressive House	nu disco	
Ramones	punk	punk rock	rock	70s	classic rock	Classic Punk	alternative	american	80s	Ramones	
The Verve	britpop	rock	alternative	indie	british	alternative rock	indie rock	90s	shoegaze	psychedelic	
Parov Stelar	nu-jazz	downtempo	electronic	lounge	jazz	nu jazz	chillout	trip-hop	acid jazz	austrian	
Cold War Kids	indie	indie rock	alternative	rock	american	alternative rock	blues rock	California	00s	blues	
Megadeth	thrash metal	heavy metal	metal	speed metal	thrash	hard rock	rock	american	Megadeth	80s	
Fergie	pop	rnb	female vocalists	Hip-Hop	dance	Fergie	hip hop	sexy	american	female	
Ozzy Osbourne	heavy metal	hard rock	metal	classic rock	rock	british	80s	Ozzy Osbourne	ozzy	classic metal	
Tom Waits	blues	singer-songwriter	experimental	rock	alternative	jazz	folk	indie	Tom Waits	american	
Beach House	dream pop	indie pop	indie	Lo-Fi	Dreamy	shoegaze	female vocalists	american	pop	electronic	
St. Vincent	female vocalists	singer-songwriter	indie	indie pop	alternative	indie rock	experimental	american	pop	art pop	
Mac DeMarco	Lo-Fi	indie	post-punk	experimental	80s-influenced	indie rock	Canadian	singer-songwriter	jangle pop	rock	
Ke$ha	pop	dance	electropop	female vocalists	electronic	american	kesha	whorecore	female vocalist	electro	
Lenny Kravitz	rock	funk	alternative	pop	alternative rock	soul	american	classic rock	hard rock	jecks	
Knife Party	dubstep	electro house	electronic	House	electro	Brostep	australian	moombahton	drumstep	Progressive House	
La Roux	electropop	electronic	synthpop	dance	indietronica	british	female vocalists	pop	indie	synth pop	
Usher	rnb	Hip-Hop	pop	soul	rap	Usher	hip hop	r&b	male vocalists	dance	
Aretha Franklin	soul	female vocalists	jazz	blues	rhythm and blues	rnb	oldies	gospel	60s	funk	
Lynyrd Skynyrd	classic rock	Southern Rock	rock	hard rock	70s	blues rock	blues	country	lynyrd skynyrd	american	
Dr. Dre	Hip-Hop	rap	Gangsta Rap	hip hop	west coast	G-funk	West Coast Rap	gangsta	hiphop	dr dre	
T.I.	Hip-Hop	rap	Dirty South	southern rap	hip hop	atlanta	Gangsta Rap	TI	grand hustle	american	
No Doubt	rock	pop	ska	alternative	female vocalists	alternative rock	90s	punk	pop rock	american	
Justice	electronic	electro	french	dance	electronica	House	ed banger	techno	electro house	new rave	
Ella Henderson	pop	british	soul	X factor	singer-songwriter	dance	english	United Kingdom	female vocalists	UK	
Royal Blood	rock	alternative rock	Garage Rock	Rock and Roll	blues rock	british	punk rawk	hard rock	sloppy	indie rock	
Explosions in the Sky	post-rock	instrumental	ambient	experimental	post rock	indie	rock	indie rock	american	alternative	
3 Doors Down	rock	alternative rock	alternative	hard rock	3 Doors Down	post-grunge	american	metal	punk	male vocalists	
Pantera	thrash metal	metal	groove metal	heavy metal	Power metal	thrash	pantera	rock	american	hard rock	
Sonic Youth	alternative	experimental	post-punk	indie	rock	noise rock	noise	indie rock	alternative rock	no wave	
James Vincent McMorrow	folk	singer-songwriter	indie	irish	indie folk	acoustic	male vocalists	alternative	Love	indie pop	
Robbie Williams	pop	britpop	british	rock	male vocalists	robbie williams	pop rock	alternative	90s	singer-songwriter	
Machine Head	thrash metal	metal	groove metal	heavy metal	metalcore	Nu Metal	american	alternative metal	thrash	rock	
Jennifer Lopez	pop	rnb	latin	female vocalists	dance	jennifer lopez	american	Hip-Hop	female	latin pop	
Journey	classic rock	rock	80s	hard rock	Progressive rock	AOR	journey	american	soft rock	arena rock	
Michael Bublé	jazz	swing	easy listening	pop	Canadian	male vocalists	vocal jazz	michael buble	Big Band	crooner	
Broken Bells	indie	experimental	indie pop	alternative	indie rock	electronic	american	rock	pop	alternative rock	
Kavinsky	electronic	electro	french	dance	ed banger	House	electronica	synthpop	french house	kavinsky	
Kylie Minogue	pop	dance	female vocalists	australian	electronic	Disco	80s	Kylie Minogue	female	90s	
Within Temptation	symphonic metal	Gothic Metal	Female fronted metal	metal	Gothic	female vocalists	Gothic Rock	rock	dutch	within temptation	
Miles Davis	jazz	trumpet	Fusion	bebop	blues	cool jazz	jazz fusion	instrumental	miles davis	cool	
Jake Bugg	folk	british	indie	singer-songwriter	alternative	indie folk	indie rock	rock	alternative rock	country	
Swedish House Mafia	House	electronic	dance	electro house	electro	swedish	Progressive House	electronica	club	Swedish House Mafia	
Breaking Benjamin	alternative rock	rock	hard rock	alternative	metal	post-grunge	alternative metal	breaking benjamin	Nu Metal	american	
The Knife	electronic	synthpop	swedish	electronica	electro	indie	female vocalists	electropop	experimental	dance	
Judas Priest	heavy metal	metal	hard rock	NWOBHM	classic rock	speed metal	classic metal	rock	british	New Wave of British Heavy Metal	
Armin van Buuren	trance	electronic	progressive trance	vocal trance	dance	Armin van Buuren	electronica	techno	House	dutch	
Billy Joel	classic rock	singer-songwriter	rock	pop	piano	80s	soft rock	70s	billy joel	american	
Jimmy Eat World	rock	alternative	emo	alternative rock	indie	indie rock	punk	pop punk	punk rock	Jimmy Eat World	
Van Halen	hard rock	classic rock	rock	80s	heavy metal	metal	hair metal	guitar	van halen	american	
Kaiser Chiefs	indie	indie rock	britpop	rock	alternative	british	alternative rock	kaiser chiefs	UK	indie pop	
The War on Drugs	indie rock	folk	indie	folk rock	rock	american	shoegaze	Lo-Fi	indie folk	psychedelic	
Bullet for My Valentine	metalcore	metal	hardcore	emocore	emo	rock	screamo	melodic metalcore	heavy metal	british	
The Notorious B.I.G.	Hip-Hop	rap	hip hop	Gangsta Rap	east coast rap	East Coast	new york	Brooklyn	90s	hiphop	
MØ	indie pop	danish	dream pop	indie	pop	female vocalists	electronic	denmark	synthpop	alternative	
Prince	funk	pop	soul	80s	rock	prince	rnb	classic rock	dance	american	
The Flaming Lips	indie	alternative	indie rock	rock	alternative rock	psychedelic	experimental	electronic	indie pop	Psychedelic Rock	
Eagles	classic rock	rock	70s	soft rock	country	country rock	Eagles	oldies	american	pop	
Kelly Clarkson	pop	female vocalists	pop rock	rock	Kelly Clarkson	American Idol	female	alternative	american	female vocalist	
Flight Facilities	electronic	House	chillout	DIsco House	funk	electronica	deep house	nu disco	nu-disco	australian	
Tool	Progressive metal	Progressive rock	metal	alternative	rock	Progressive	alternative rock	alternative metal	tool	experimental	
Opeth	Progressive metal	progressive death metal	death metal	metal	Melodic Death Metal	Progressive rock	swedish	Progressive	doom metal	extreme progressive metal	
2Pac	rap	Hip-Hop	Gangsta Rap	hip hop	West Coast Rap	2pac	west coast	gangsta	90s	hiphop	
Motörhead	heavy metal	hard rock	metal	speed metal	rock	classic rock	british	rock n roll	thrash metal	NWOBHM	
Clark	idm	electronic	experimental	Warp	electronica	glitch	ambient	techno	british	Warp Records	
Ryan Adams	singer-songwriter	Alt-country	rock	indie	folk	alternative	country	americana	indie rock	american	
Audioslave	rock	alternative rock	hard rock	alternative	Grunge	post-grunge	metal	Audioslave	american	Chris Cornell	
Jeremih	rnb	Hip-Hop	soul	hip hop	r&b	chicago	Hip Hop/Rap	male vocalist	pop	jeremih	
Flo Rida	Hip-Hop	rap	hip hop	Dirty South	southern rap	dance	Flo Rida	rnb	pop	american	
Seether	rock	alternative rock	hard rock	Grunge	alternative	post-grunge	metal	alternative metal	seether	south african	
ABBA	pop	Disco	70s	swedish	80s	abba	dance	female vocalists	oldies	Sweden	
Young the Giant	indie rock	indie	rock	american	California	alternative rock	alternative	young the giant	purevolume	walk the moon	
Sting	rock	pop	classic rock	singer-songwriter	british	80s	jazz	soft rock	sting	male vocalists	
Five Finger Death Punch	metalcore	groove metal	metal	thrash metal	hardcore	heavy metal	Nu Metal	hard rock	alternative metal	american	
John Lennon	classic rock	rock	singer-songwriter	british	pop	70s	john lennon	The Beatles	oldies	60s	
Leonard Cohen	singer-songwriter	folk	blues	Canadian	rock	classic rock	poetry	leonard cohen	folk rock	alternative	
The Civil Wars	folk	acoustic	singer-songwriter	indie	pop	american	indie folk	americana	country	folk rock	
Tegan and Sara	indie	female vocalists	Canadian	indie pop	alternative	indie rock	rock	pop	singer-songwriter	tegan and sara	
American Authors	indie	indie rock	rock	american	Pop-Rock	alternative	band	pop rock	indie pop	pop	
Bright Eyes	indie	singer-songwriter	folk	indie rock	emo	alternative	rock	acoustic	Bright Eyes	Saddle Creek	
Goo Goo Dolls	rock	alternative rock	alternative	90s	pop	indie	goo goo dolls	pop rock	american	punk	
Ingrid Michaelson	female vocalists	singer-songwriter	indie	acoustic	indie pop	pop	folk	american	female vocalist	alternative	
Stone Sour	hard rock	metal	alternative metal	Nu Metal	rock	alternative	alternative rock	Nu-metal	american	post-grunge	
Lou Reed	rock	classic rock	singer-songwriter	glam rock	proto-punk	70s	alternative	american	indie	new york	
Dream Theater	lolita goth rock kawaii desu ne	Junko Iwao - Dream Dream	post hardcoret-hardcore	baptism hymn	Polska wersja utworu Marc Collin - In a manner of Speaking	just my	boys night out - the heirs of error	ianliedark	
Counting Crows	rock	alternative	alternative rock	90s	pop	indie	counting crows	american	pop rock	indie rock	
Jungle	electronic	psychedelic	jungle	techno	dancehall	soul	funk	Disco	nu disco	british	
Kiss	hard rock	classic rock	glam rock	rock	80s	heavy metal	hair metal	70s	kiss	metal	
Glass Animals	electronic	british	trip-hop	indie	dubstep	indie pop	down-tempo	indie rock	downtempo	trip hop	
Blondie	new wave	80s	rock	female vocalists	pop	punk	classic rock	70s	alternative	american	
5 Seconds of Summer	pop punk	pop rock	australian	pop	5 Seconds of Summer	5SOS	power pop	alternative	powerpop	rock	
The Pretty Reckless	rock	alternative	female vocalists	post-grunge	indie rock	alternative rock	hard rock	Grunge	gossip girl	Taylor Momsen	
Van Morrison	classic rock	singer-songwriter	folk	rock	blues	irish	folk rock	van morrison	jazz	soul	
Nick Drake	folk	singer-songwriter	acoustic	indie	Mellow	british	alternative	70s	rock	folk rock	
Little Dragon	trip-hop	electronic	female vocalists	chillout	swedish	electronica	downtempo	nu jazz	indie	trip hop	
Slayer	thrash metal	metal	speed metal	heavy metal	thrash	death metal	american	Slayer	trash metal	rock	
Nas	Hip-Hop	rap	hip hop	east coast rap	new york	Nas	East Coast	Gangsta Rap	hiphop	american	
Kodaline	indie rock	irish	alternative	indie	acoustic	Mellow	rock	alternative rock	indie pop	male vocalists	
ScHoolboy Q	Hip-Hop	rap	underground hip-hop	West Coast Rap	compton	hip hop	black hippy	west coast	California	los angeles	
MS MR	indie	electronic	dream pop	alternative	pop	indie pop	female vocalists	american	trip-hop	art rock	
Miike Snow	electronic	electropop	pop	synth	dance	swedish	indie	synthpop	indie pop	alternative	
Ludwig van Beethoven	Classical	instrumental	composers	romantic	classic	german	piano	composer	beethoven	Ludwig van Beethoven	
Owl City	electronic	indie	powerpop	electronica	cute	pop	synthpop	electropop	american	Owl City	
Billy Talent	punk rock	rock	punk	alternative	alternative rock	Canadian	emo	pop punk	Billy Talent	post-hardcore	
The Jackson 5	soul	motown	pop	funk	70s	Disco	rnb	oldies	american	80s	
Johann Sebastian Bach	Classical	baroque	instrumental	composers	german	Bach	classic	composer	organ	piano	
Hot Chip	electronic	indie	electropop	electronica	electro	british	indietronica	pop	dance	indie rock	
Cazzette	House	swedish	Progressive House	electro	electronic	dubstep	electro house	dance	queue	electronica	
Broods	electronic	indie pop	dream pop	electropop	alternative	New Zealand	indie	pop	synthpop	indietronica	
Tears for Fears	new wave	80s	pop	synth pop	rock	british	synthpop	alternative	electronic	Tears for Fears	
Alanis Morissette	female vocalists	rock	alternative	singer-songwriter	pop	Canadian	alternative rock	90s	female	pop rock	
Kings of Convenience	indie	acoustic	norwegian	indie pop	Mellow	folk	alternative	rock	indie rock	pop	
Tinashe	rnb	soul	british	pop	Hip-Hop	rhythm & blues	swag	underground hip-hop	dubstep	electronica	
The Decemberists	indie	indie rock	folk	alternative	indie pop	rock	indie folk	folk rock	american	favorites	
The Drums	indie	indie rock	indie pop	surf rock	pop	american	post-punk	alternative	rock	Lo-Fi	
Purity Ring	electronic	experimental	chillwave	indie pop	indie	synthpop	post-dubstep	ethereal	Canadian	witch house	
Washed Out	chillwave	electronic	Lo-Fi	chillout	balearic	dream pop	synthpop	indie	american	glo-fi	
Fatboy Slim	electronic	big beat	dance	House	electronica	alternative	british	techno	breakbeat	rock	
Wolfgang Amadeus Mozart	Classical	instrumental	composers	classic	piano	mozart	opera	austrian	composer	symphony	
Mastodon	Progressive metal	metal	Sludge	sludge metal	metalcore	hardcore	heavy metal	Progressive	whalecore	groove metal	
Skillet	christian rock	alternative rock	rock	alternative	christian	hard rock	Skillet	metal	alternative metal	post-grunge	
50 Cent	rap	Hip-Hop	Gangsta Rap	hip hop	50 Cent	Officially Shit	G-Unit	hiphop	pop	the worst thing ever to happen to music	
Iggy Pop	punk	rock	punk rock	classic rock	proto-punk	alternative	glam rock	70s	hard rock	american	
Aloe Blacc	soul	Hip-Hop	Neo-Soul	Stones throw	hip hop	rnb	funk	american	underground hip-hop	jazz	
Big Sean	Hip-Hop	rap	hip hop	good music	big sean	Michigan	detroit	alternative hip-hop	yung dynasty	Wiz Khalifa	
Moderat	idm	electronic	techno	glitch	BPitch Control	minimal	german	electronica	dubstep	experimental	
Warpaint	psychedelic	indie	shoegaze	female vocalists	ethereal	dream pop	indie rock	Psychedelic Rock	alternative	american	
Christina Perri	female vocalists	pop	singer-songwriter	indie	rock	american	indie pop	christina perri	soul	female vocalist	
Otis Redding	soul	rhythm and blues	blues	60s	oldies	motown	rnb	stax	american	Southern Soul	
a-ha	80s	pop	new wave	norwegian	synth pop	synthpop	rock	electronic	a-ha	pop rock	
Bee Gees	Disco	pop	70s	classic rock	oldies	Bee Gees	dance	80s	rock	british	
Louis Armstrong	jazz	blues	swing	trumpet	oldies	vocal jazz	soul	american	louis armstrong	New Orleans	
Lil' Wayne	rap	Hip-Hop	Dirty South	hip hop	southern rap	Lil Wayne	Gangsta Rap	New Orleans	cash money	american	
Wu-Tang Clan	Hip-Hop	rap	hip hop	wu-tang	new york	Gangsta Rap	east coast rap	East Coast	Wu-Tang Clan	hardcore rap	
Colbie Caillat	female vocalists	pop	acoustic	singer-songwriter	indie	colbie caillat	folk	american	chill	female vocalist	
James Brown	funk	soul	rhythm and blues	blues	rnb	oldies	rock	funky	james brown	jazz	
Woodkid	indie	alternative	folk	chamber pop	pop	french	singer-songwriter	baroque pop	electronic	indie pop	
Portugal. The Man	experimental	indie	indie rock	Progressive	rock	Progressive rock	alternative	psychedelic	american	alaska	
Duran Duran	new wave	80s	pop	synth pop	rock	new romantic	british	synthpop	electronic	duran duran	
Animal Collective	experimental	indie	freak folk	folk	indie rock	psychedelic	New Weird America	electronic	alternative	Avant-Garde	
Ray Charles	jazz	soul	blues	rhythm and blues	piano	oldies	rnb	ray charles	american	male vocalists	
Agnes Obel	singer-songwriter	folk	female vocalists	danish	indie	piano	indie folk	indie pop	alternative	ethereal	
ZZ Top	classic rock	blues rock	rock	Southern Rock	hard rock	blues	80s	american	ZZ Top	70s	
Editors	indie	indie rock	british	alternative	rock	post-punk	alternative rock	britpop	Post-punk revival	new wave	
Bryan Adams	rock	classic rock	80s	pop	Canadian	singer-songwriter	bryan adams	90s	soft rock	male vocalists	
Bat for Lashes	female vocalists	indie	alternative	singer-songwriter	folk	british	experimental	indie pop	dream pop	electronic	
Robyn	pop	electronic	swedish	female vocalists	dance	electropop	electronica	rnb	synthpop	90s	
Paolo Nutini	singer-songwriter	indie	Scottish	pop	male vocalists	british	soul	acoustic	alternative	rock	
Paul Simon	singer-songwriter	folk	classic rock	acoustic	rock	pop	folk rock	soft rock	paul simon	american	
Yellowcard	punk rock	rock	pop punk	punk	emo	alternative	alternative rock	Yellowcard	indie	Pop-punk	
Jamiroquai	funk	acid jazz	electronic	dance	pop	british	alternative	jazz	electronica	rock	
Paul McCartney	classic rock	rock	british	singer-songwriter	pop	The Beatles	70s	beatles	paul mccartney	80s	
Peter Bjorn and John	indie	swedish	indie pop	indie rock	alternative	pop	scandinavian	Sweden	rock	male vocalists	
A Perfect Circle	alternative rock	Progressive rock	rock	alternative	metal	Progressive metal	hard rock	industrial	alternative metal	Progressive	
Neutral Milk Hotel	indie	indie rock	folk	Lo-Fi	Elephant 6	alternative	rock	indie pop	indie folk	american	
John Newman	pop	soul	british	Neo Soul	nu soul	male vocalists	Voice	alternative	funk	Neo-Soul	
Future Islands	electronic	new wave	experimental	Electro Pop	Neo Soul	synthpop	indie	american	indie pop	electropop	
Santana	rock	classic rock	latin	guitar	blues	Latin Rock	santana	guitar virtuoso	blues rock	70s	
The Cardigans	pop	rock	female vocalists	swedish	alternative	indie	indie pop	alternative rock	90s	pop rock	
SOHN	electronic	ambient	indie	electropop	british	electronica	pop	art pop	seen live thrice	synth pop	
Genesis	Progressive rock	classic rock	rock	80s	Progressive	british	70s	pop	art rock	genesis	
Burial	dubstep	electronic	ambient	experimental	electronica	idm	british	dub	UK Garage	future garage	
iamamiwhoami	electronic	ambient	experimental	synthpop	swedish	female vocalists	dream pop	synth	art pop	ethereal	
Naughty Boy	rnb	House	electronic	dance	electronica	british	pop	United Kingdom	r'n'b	r&b	
Wilco	Alt-country	indie	indie rock	rock	alternative	folk	americana	alternative rock	american	wilco	
Mark Ronson	funk	british	pop	Hip-Hop	dj	soul	jazz	turntablism	hip hop	alternative	
Sara Bareilles	female vocalists	pop	singer-songwriter	piano	acoustic	american	folk	sara bareilles	indie	female vocalist	
Morrissey	indie	alternative	british	rock	80s	indie rock	singer-songwriter	pop	alternative rock	britpop	
Eels	indie	alternative	rock	indie rock	singer-songwriter	alternative rock	indie pop	american	pop	Eels	
Electric Light Orchestra	classic rock	Progressive rock	rock	70s	british	pop	80s	Symphonic Rock	electronic	art rock	
Garbage	rock	alternative	female vocalists	alternative rock	indie	pop	90s	electronic	garbage	Grunge	
Martin Garrix	House	electronic	dance	pop	electropop	dutch	electro house	Progressive House	netherlands	EDM	
Toto	rock	classic rock	80s	Progressive rock	pop	AOR	hard rock	american	soft rock	toto	
PJ Harvey	female vocalists	alternative	rock	singer-songwriter	indie	alternative rock	indie rock	british	female vocalist	experimental	
Ray LaMontagne	singer-songwriter	folk	acoustic	indie	Acoustic Rock	chill	Mellow	male vocalists	american	folk-rock	
Sublime	ska	reggae	punk	rock	alternative	ska punk	dub	alternative rock	punk rock	90s	
Dido	pop	female vocalists	singer-songwriter	chillout	alternative	british	dido	female	rock	indie	
Radical Face	indie	indie pop	singer-songwriter	electronic	indietronica	folk	indie rock	experimental	american	indie folk	
Lights	pop	female vocalists	indie	Canadian	powerpop	electronic	synthpop	electropop	singer-songwriter	indie pop	
Rudimental	Drum and bass	dubstep	british	electronic	uk funky	dance	All	liquid funk	electronica	Drum n Bass	
Cream	classic rock	blues rock	rock	psychedelic	blues	Psychedelic Rock	60s	british	hard rock	Cream	
Brand New	emo	rock	alternative	indie	indie rock	alternative rock	punk	Brand New	pop punk	post-hardcore	
Faith No More	alternative rock	rock	alternative	metal	mike patton	alternative metal	hard rock	funk metal	experimental	crossover	
Rush	Progressive rock	classic rock	hard rock	rock	Progressive	Canadian	Progressive metal	70s	Rush	prog	
Jeff Buckley	singer-songwriter	rock	alternative	indie	folk	alternative rock	acoustic	indie rock	90s	jeff buckley	
Cheryl Cole	pop	british	female vocalists	cheryl cole	girls aloud	dance	rnb	X factor	sexy	00s	
Ratatat	electronic	instrumental	indie	electronica	alternative	indie rock	experimental	indietronica	indie electronic	rock	
Robin Thicke	soul	rnb	pop	singer-songwriter	Blue-Eyed Soul	male vocalists	Robin Thicke	r&b	Neo-Soul	smooth	
Apocalyptica	symphonic metal	instrumental	metal	finnish	heavy metal	cello metal	cello	rock	cello rock	instrumental metal	
The Cinematic Orchestra	jazz	electronic	chillout	downtempo	ninja tune	nu jazz	trip-hop	electronica	acid jazz	nu-jazz	
John Williams	Soundtrack	Classical	instrumental	composers	Star Wars	composer	Soundtracks	score	John Williams	ost	
Santigold	electronic	indie	alternative	dub	female vocalist	female vocalists	new wave	american	pop	experimental	
Whitney Houston	pop	female vocalists	soul	rnb	80s	whitney houston	90s	dance	american	diva	
Devendra Banhart	folk	singer-songwriter	indie	freak folk	New Weird America	indie folk	alternative	acoustic	indie rock	psychedelic	
The Glitch Mob	glitch	electronic	glitch-hop	idm	Hip-Hop	dubstep	glitch hop	electronica	american	abstract hip-hop	
Death from Above 1979	indie	indie rock	rock	alternative	Canadian	dance punk	alternative rock	punk	dance-punk	noise rock	
Alice Cooper	hard rock	classic rock	rock	heavy metal	glam rock	Shock Rock	metal	80s	70s	american	
Ella Fitzgerald	jazz	female vocalists	blues	swing	jazz vocal	vocal jazz	oldies	soul	ella fitzgerald	vocal	
Kate Bush	female vocalists	singer-songwriter	pop	alternative	80s	british	rock	Progressive rock	art rock	experimental	
will.i.am	Hip-Hop	rap	rnb	funk	hip hop	pop	dance	american	male vocalists	black eyed peas	
Chromeo	electronic	funk	electro	dance	electronica	Canadian	electrofunk	synthpop	electropop	Disco	
Sky Ferreira	pop	electropop	electronic	female vocalist	female vocalists	indie pop	synthpop	indie	american	alternative	
Ólafur Arnalds	ambient	instrumental	icelandic	post-rock	Classical	piano	contemporary classical	neoclassical	modern classical	melancholic	
The Postal Service	indie	electronic	indie pop	alternative	electronica	indie rock	rock	emo	indietronica	pop	
Sigma	Drum and bass	liquid funk	dnb	Drum n Bass	electronic	Melodic Death Metal	Power metal	dubstep	drum'n'bass	neurofunk	
Hollywood Undead	rapcore	rap	hardcore	screamo	emo	alternative	Hip-Hop	rock	rap rock	Nu Metal	
The Hives	rock	Garage Rock	indie	swedish	punk	indie rock	alternative	punk rock	alternative rock	Garage Punk	
Perfume Genius	singer-songwriter	ambient	experimental	indie	Lo-Fi	indie pop	american	chamber pop	dream pop	pure	
Nelly Furtado	pop	female vocalists	Canadian	folk	singer-songwriter	rnb	Nelly Furtado	alternative	dance	female	
Porter Robinson	electro house	dubstep	electro	electronic	House	dance	complextro	Progressive House	spotify	moombahton	
B.o.B	Hip-Hop	rap	hip hop	Dirty South	atlanta	Hip Hop/Rap	pop	american	alternative	male vocalists	
Mika	pop	british	britpop	electronic	alternative	dance	male vocalists	mika	chillout	singer-songwriter	
Real Estate	Lo-Fi	indie	surf rock	Surf	Alt-country	indie rock	psychedelic	american	indie pop	dream pop	
Goldfrapp	electronic	trip-hop	female vocalists	electronica	dance	alternative	british	pop	indie	chillout	
A Great Big World	indie	indie pop	pop	piano	american	a great big world	indie rock	male vocalists	10s	als vorband gesehen	
Shinedown	rock	hard rock	alternative rock	post-grunge	alternative	alternative metal	shinedown	metal	american	Southern Rock	
Bill Withers	soul	funk	70s	rhythm and blues	rnb	singer-songwriter	oldies	blues	jazz	Bill Withers	
Crystal Fighters	electronic	dance-punk	electro	spanish	indie	Kitsune	folktronica	new rave	alternative	folk	
Noah and the Whale	folk	indie	indie folk	british	folk rock	twee	indie pop	alternative	Alt-country	indie rock	
Glee Cast	musical	Soundtrack	glee	cover	Glee Cast	pop	american	female vocalists	male vocalists	tv	
Frédéric Chopin	Classical	piano	romantic	instrumental	polish	composers	composer	classic	Chopin	poland	
