Biffy Clyro	alternative rock	rock	alternative	indie	Scottish	indie rock	british	post-hardcore	emo	Progressive rock	
The Tallest Man on Earth	folk	singer-songwriter	acoustic	swedish	blues	indie	Alt-country	indie folk	kickasstic	Recommended	
She & Him	folk	indie	female vocalists	indie pop	singer-songwriter	pop	indie folk	american	Alt-country	zooey deschanel	
Neon Trees	indie	alternative	indie rock	alternative rock	pop	american	rock	male vocalists	new wave	pop rock	
Stars	indie	indie pop	Canadian	indie rock	alternative	pop	rock	female vocalists	canada	electronic	
Fink	indie	singer-songwriter	downtempo	ninja tune	chillout	acoustic	folk	electronic	british	german	
Wolfmother	rock	hard rock	Stoner Rock	australian	alternative	alternative rock	indie rock	indie	Psychedelic Rock	psychedelic	
Stone Temple Pilots	Grunge	rock	alternative rock	alternative	90s	hard rock	stone temple pilots	american	post-grunge	classic rock	
Gnarls Barkley	funk	soul	Hip-Hop	alternative	hip hop	pop	dance	electronic	crazy	american	
The Vaccines	indie rock	indie	british	alternative	rock	post-punk	alternative rock	Garage Rock	britpop	london	
Brian Eno	ambient	electronic	experimental	electronica	alternative	glam rock	art rock	rock	british	Avant-Garde	
OK Go	indie	indie rock	rock	alternative	alternative rock	indie pop	pop	american	power pop	OK Go	
Cake	alternative	rock	indie	alternative rock	indie rock	Cake	90s	pop	funk	american	
Thievery Corporation	chillout	trip-hop	electronic	downtempo	lounge	electronica	ambient	chill	dub	acid jazz	
Lupe Fiasco	Hip-Hop	rap	hip hop	underground hip-hop	chicago	Lupe Fiasco	chi-town	alternative hip-hop	hiphop	soul	
Porcupine Tree	Progressive rock	Progressive metal	psychedelic	Progressive	rock	Psychedelic Rock	british	alternative	experimental	metal	
Seinabo Sey	soul	swedish	experimental	Sweden	electro	radioparadise	radio paradise	female vocalists	indie	female	
DJ Shadow	trip-hop	electronic	Hip-Hop	turntablism	electronica	chillout	hip hop	downtempo	instrumental hip-hop	trip hop	
The Antlers	indie	indie rock	slowcore	singer-songwriter	Fuzz-Folk	post-rock	folk	dream pop	american	shoegaze	
Backstreet Boys	pop	boybands	90s	backstreet boys	dance	american	male vocalists	boyband	pop rock	rock	
City and Colour	acoustic	indie	singer-songwriter	folk	Canadian	alternative	rock	emo	indie rock	Mellow	
Jay-Z & Kanye West	Hip-Hop	rap	hip hop	Kanye West	jay-z	The Throne	hiphop	american	USA	pop	
Kansas	classic rock	Progressive rock	rock	hard rock	70s	Progressive	american	kansas	art rock	80s	
G.R.L.	pop	dance	girlband	female vocalists	Girl Groups	american	United States	r&b	GRLNATION	vacation	
The Roots	Hip-Hop	rap	hip hop	soul	alternative rap	underground hip-hop	alternative	hiphop	Jazz Hop	jazz	
Nero	dubstep	Drum and bass	electronic	dnb	Drum n Bass	british	Brostep	electronica	electro house	dance	
Hall & Oates	80s	pop	soft rock	classic rock	rock	soul	Blue-Eyed Soul	new wave	american	70s	
Benjamin Francis Leftwich	folk	singer-songwriter	indie	indie folk	british	acoustic	Benjamin Francis Leftwich	alternative	1	needs listening singer songwriter	
Good Charlotte	punk rock	pop punk	rock	punk	alternative	alternative rock	emo	pop	Good Charlotte	american	
Tenacious D	rock	comedy	hard rock	alternative rock	alternative	Comedy Rock	metal	funny	acoustic	american	
Black Rebel Motorcycle Club	rock	indie rock	indie	alternative rock	alternative	Garage Rock	shoegaze	psychedelic	american	blues rock	
RJD2	Hip-Hop	electronic	trip-hop	electronica	hip hop	turntablism	instrumental hip-hop	indie	chillout	rap	
The Raconteurs	rock	alternative rock	alternative	indie rock	indie	Garage Rock	jack white	blues rock	american	blues	
Pet Shop Boys	synthpop	80s	pop	electronic	new wave	dance	british	synth pop	electronica	Pet Shop Boys	
My Bloody Valentine	shoegaze	dream pop	indie	alternative	indie rock	rock	noise pop	alternative rock	irish	post-rock	
Eddie Vedder	singer-songwriter	Grunge	rock	folk	alternative	acoustic	alternative rock	Soundtrack	american	eddie vedder	
Cat Stevens	folk	singer-songwriter	classic rock	acoustic	rock	70s	folk rock	british	Cat Stevens	pop	
Simple Plan	rock	pop punk	punk rock	punk	emo	alternative	Canadian	alternative rock	simple plan	pop	
MKTO	pop	indie	alternative	indie pop	alternative rock	american	indie rock	male vocalists	classic	United States	
Fitz and the Tantrums	soul	pop	indie	funk	blue eyed soul	indie pop	Blue-Eyed Soul	american	northern soul	singer-songwriter	
Jefferson Airplane	Psychedelic Rock	classic rock	psychedelic	60s	rock	female vocalists	Progressive rock	american	Acid Rock	hippie	
Bad Religion	punk	punk rock	political	rock	alternative	hardcore	hardcore punk	melodic hardcore	american	bad religion	
Death Grips	Hip-Hop	experimental	experimental rap	rap	hip hop	experimental hip-hop	industrial hip-hop	industrial	noise	american	
Duke Dumont	House	electronic	electro	All	Hip-Hop	deep house	dance	british	bounce	Chiemsee	
Destiny's Child	rnb	pop	female vocalists	soul	Hip-Hop	dance	r&b	destinys child	american	hip hop	
Earth, Wind & Fire	funk	soul	Disco	70s	rnb	rhythm and blues	dance	80s	pop	jazz	
Jet	rock	alternative	alternative rock	indie	indie rock	australian	hard rock	Garage Rock	Jet	classic rock	
Dropkick Murphys	punk	punk rock	irish	folk punk	Irish Punk	celtic punk	rock	celtic	Oi	folk	
Zero 7	chillout	downtempo	electronic	trip-hop	electronica	chill	indie	alternative	lounge	ambient	
Emancipator	trip-hop	downtempo	electronic	chillout	instrumental	ambient	instrumental hip-hop	american	lounge	trip hop	
The Ting Tings	indie	electronic	british	electropop	female vocalists	indie pop	pop	alternative	dance	indie rock	
Toro y Moi	chillwave	electronic	Lo-Fi	psychedelic	electronica	dream pop	indie	glo-fi	american	indie pop	
A Tribe Called Quest	Hip-Hop	rap	hip hop	Jazz Hop	funk	new york	jazz	old school	underground hip-hop	jazz rap	
The Head and the Heart	folk	indie	alternative	seattle	male vocalists	american	indie folk	folk rock	indie rock	acoustic	
Local Natives	indie	indie rock	folk	indie pop	freak folk	american	indie folk	rock	alternative	pop	
Morcheeba	trip-hop	chillout	electronic	downtempo	female vocalists	electronica	alternative	british	pop	trip hop	
Pretty Lights	electronic	downtempo	funk	chill	dance	trip-hop	dubstep	instrumental hip-hop	Hip-Hop	chillout	
Enya	new age	celtic	female vocalists	ambient	irish	chillout	enya	folk	ethereal	pop	
Fiona Apple	female vocalists	singer-songwriter	alternative	piano	indie	rock	pop	female	female vocalist	american	
Elliphant	electronic	synthpop	indie	swedish	alternative	pop	Hip-Hop	electronica	female vocalists	trap	
Enter Shikari	post-hardcore	trancecore	hardcore	Nintendocore	screamo	electronic	british	electronica	experimental	emo	
AlunaGeorge	electronic	trip-hop	UK Garage	indie	alternative rnb	pop	british	synthpop	contemporary rnb	electropop	
Pulp	britpop	indie	british	alternative	rock	90s	pop	indie rock	indie pop	alternative rock	
Godsmack	hard rock	metal	Nu Metal	rock	alternative	alternative metal	heavy metal	alternative rock	post-grunge	godsmack	
Bloodhound Gang	rock	alternative	alternative rock	punk	comedy	punk rock	crossover	american	rapcore	funny	
The Fratellis	indie	indie rock	british	rock	alternative	Scottish	britpop	alternative rock	Garage Rock	the fratellis	
HIM	Love Metal	Gothic Rock	rock	finnish	metal	Gothic	Gothic Metal	alternative	alternative rock	HIM	
God Is An Astronaut	post-rock	instrumental	ambient	experimental	post rock	irish	atmospheric	rock	space rock	electronic	
Bob Marley	reggae	roots reggae	Bob Marley	ska	rock	jamaican	jamaica	classic rock	chill	singer-songwriter	
Billy Idol	rock	80s	new wave	classic rock	punk	punk rock	hard rock	british	pop	Billy Idol	
Andrew Bird	indie	singer-songwriter	folk	indie pop	alternative	indie rock	indie folk	violin	american	rock	
Yo La Tengo	indie	indie rock	alternative	indie pop	rock	post-rock	dream pop	shoegaze	experimental	folk	
Justin Bieber	pop	black metal	justin bieber	rnb	Hip-Hop	r&b	Brutal Death Metal	female vocalists	Canadian	death metal	
Rhye	soul	chillout	indie	alternative rnb	pop	Sophisti-Pop	rnb	american	chamber pop	lounge	
Ennio Morricone	Soundtrack	instrumental	Classical	composer	italian	composers	ennio morricone	Soundtracks	movie score composers	ost	
All Time Low	pop punk	rock	powerpop	punk	emo	alternative	All Time Low	Pop-punk	pop rock	punk rock	
Lindsey Stirling	violin	instrumental	electronic	Classical	Electric Strings	dubstep	classical crossover	alternative	electronica	american	
The All-American Rejects	rock	alternative	pop punk	emo	punk	alternative rock	punk rock	indie	pop rock	pop	
Killswitch Engage	metalcore	metal	hardcore	Melodic Death Metal	rock	melodic metalcore	death metal	heavy metal	thrash metal	american	
The Kills	indie rock	Garage Rock	indie	alternative	rock	female vocalists	alternative rock	british	Lo-Fi	Garage Punk	
Stereophonics	rock	britpop	indie	alternative	indie rock	british	alternative rock	welsh	Stereophonics	90s	
Howard Shore	Soundtrack	Classical	instrumental	lord of the rings	composers	composer	Canadian	Soundtracks	ost	score	
Cyndi Lauper	80s	pop	female vocalists	new wave	rock	singer-songwriter	cyndi lauper	dance	american	female	
Sharon Van Etten	folk	singer-songwriter	female vocalists	indie folk	acoustic	indie	american	acousticindiefolk	alternative	indie rock	
Bush	Grunge	rock	alternative rock	alternative	90s	post-grunge	british	bush	hard rock	indie	
The Gaslight Anthem	punk rock	punk	rock	folk punk	indie	alternative	alternative rock	indie rock	american	orgcore	
Céline Dion	pop	female vocalists	Canadian	90s	french	Celine Dion	female vocalist	soul	Ballad	diva	
Bobby Shmurda	Hip-Hop	rap	american	new york	drill	New York Rap	vine	trillwave	shmoney dance	
The Stone Roses	britpop	indie	madchester	rock	alternative	british	indie rock	alternative rock	Manchester	80s	
Grouper	ambient	drone	experimental	shoegaze	dark ambient	psychedelic	female vocalists	Lo-Fi	dream pop	folk	
Jamie T	indie	british	singer-songwriter	alternative	indie rock	Hip-Hop	london	rap	hip hop	Jamie T	
Volbeat	heavy metal	metal	rockabilly	elvis metal	danish	hard rock	rock	groove metal	Rock and Roll	rockabilly metal	
Eurythmics	80s	new wave	pop	female vocalists	synth pop	synthpop	electronic	british	rock	eurythmics	
Kongos	folk	rock	Progressive	south african	alternative rock	folk rock	south africa	alternative	blues rock	need more	
Blood Orange	chillwave	indie	rnb	alternative rnb	indie pop	funk	electronic	r&b	new wave	alternative	
Groove Armada	electronic	chillout	House	dance	electronica	trip-hop	downtempo	lounge	british	groove armada	
Tricky	trip-hop	electronic	downtempo	trip hop	electronica	chillout	british	alternative	Hip-Hop	experimental	
Amon Amarth	Melodic Death Metal	viking metal	death metal	swedish	metal	Swedish Metal	Viking Death Metal	black metal	folk metal	Sweden	
George Michael	pop	80s	british	soul	dance	male vocalists	George Michael	90s	funk	rock	
Bear's Den	folk	indie folk	acoustic	indie	british	male vocalists	london	2014	communion	Andrew Davie	
Cults	indie pop	Lo-Fi	experimental	noise	psychadelic	indie	dream pop	pop	american	psychedelic	
Klaxons	new rave	indie	electronic	british	indie rock	rock	alternative	dance	electronica	dance punk	
Billie Holiday	jazz	blues	female vocalists	jazz vocal	vocal jazz	swing	oldies	soul	female	billie holiday	
Tyler, the Creator	Hip-Hop	rap	ofwgkta	underground hip-hop	swag	hip hop	alternative hip-hop	experimental hip-hop	Horrorcore	hardcore hip-hop	
Travis	britpop	indie	rock	alternative	british	indie rock	alternative rock	Scottish	pop	travis	
Boston	classic rock	rock	hard rock	80s	Progressive rock	70s	boston	american	arena rock	AOR	
Thom Yorke	electronic	alternative	experimental	indie	singer-songwriter	british	electronica	rock	radiohead	alternative rock	
AFI	punk	punk rock	rock	alternative	emo	alternative rock	hardcore	hardcore punk	AFI	american	
Cypress Hill	Hip-Hop	rap	rapcore	hip hop	alternative	Gangsta Rap	Cypress Hill	Latin Rap	rock	american	
Gorgon City	electronic	House	deep house	british	garage	english	United Kingdom	All	fat mixes	vocal chillout	
Olly Murs	pop	british	male vocalists	X factor	indie	olly murs	indie pop	alternative	singer-songwriter	folk	
Anathema	doom metal	Progressive rock	Progressive metal	atmospheric	metal	atmospheric rock	rock	alternative	british	melancholic	
William Fitzsimmons	singer-songwriter	folk	acoustic	indie	Mellow	indie folk	american	alternative	william fitzsimmons	melancholic	
Tracy Chapman	female vocalists	singer-songwriter	folk	soul	acoustic	pop	rock	Tracy Chapman	female	blues	
Lifehouse	rock	alternative rock	alternative	indie	pop	Lifehouse	pop rock	christian	christian rock	indie rock	
Rob Zombie	industrial metal	metal	industrial	hard rock	rock	heavy metal	alternative	industrial rock	alternative metal	alternative rock	
Simple Minds	new wave	80s	rock	pop	alternative	Scottish	post-punk	british	classic rock	pop rock	
Deerhunter	shoegaze	experimental	psychedelic	indie	indie rock	ambient	post-rock	noise rock	dream pop	american	
Foxygen	psychedelic	Psychedelic Rock	indie pop	psychedelic pop	indie	pop	american	indie rock	art rock	rock	
The Animals	classic rock	60s	rock	british	oldies	blues rock	blues	british invasion	Psychedelic Rock	psychedelic	
Etta James	blues	jazz	soul	female vocalists	rhythm and blues	oldies	rnb	Etta James	jazz vocal	60s	
Fever Ray	electronic	ambient	swedish	female vocalists	experimental	the knife	electronica	trip-hop	downtempo	psychedelic	
Afrojack	House	electro house	Progressive House	electronic	electro	dutch	dance	Dirty Dutch	dutch house	dirty house	
Supertramp	classic rock	Progressive rock	rock	70s	pop	british	SuperTramp	80s	Progressive	art rock	
P.O.D.	Nu Metal	rapcore	rock	alternative	metal	alternative rock	christian	hard rock	christian rock	Nu-metal	
Dillon Francis	moombahton	dubstep	electro house	electro	electronic	electronica	All	trap	House	los angeles	
Infected Mushroom	psytrance	electronic	psychedelic	trance	goa	psychedelic trance	electronica	techno	israeli	Goa Trance	
White Lies	indie rock	post-punk	british	indie	alternative	rock	alternative rock	Post-punk revival	new wave	male vocalists	
Sade	soul	female vocalists	jazz	chillout	pop	Sade	80s	rnb	Smooth Jazz	MJ-soul strollin	
Misfits	horror punk	punk	punk rock	hardcore punk	hardcore	rock	80s	american	Horrorpunk	Misfits	
Blue Öyster Cult	classic rock	hard rock	rock	Progressive rock	heavy metal	70s	Psychedelic Rock	american	metal	psychedelic	
The Wombats	indie	british	indie rock	britpop	rock	alternative	liverpool	indie pop	alternative rock	pop	
Scissor Sisters	pop	dance	electronic	glam rock	alternative	indie	rock	Disco	american	electronica	
Rick Ross	Hip-Hop	rap	Dirty South	southern rap	hip hop	rick ross	miami	Gangsta Rap	gangsta	florida	
Yes	Progressive rock	classic rock	rock	Progressive	british	70s	art rock	symphonic prog	Symphonic Rock	prog rock	
AronChupa	dance	electronic	EDM	humour	swedish	
Chase & Status	Drum and bass	dubstep	electronic	dnb	Drum n Bass	liquid funk	british	breakbeat	drum'n'bass	jungle	
Chuck Berry	Rock and Roll	classic rock	blues	rock n roll	rock	rockabilly	oldies	50s	american	guitar	
Roxette	pop	80s	rock	swedish	female vocalists	pop rock	90s	Pop-Rock	Roxette	soft rock	
Hoobastank	rock	alternative rock	alternative	punk rock	punk	post-grunge	hoobastank	emo	pop	american	
Danny Brown	Hip-Hop	rap	underground hip-hop	detroit	hardcore hip-hop	hip hop	american	experimental hip-hop	alternative hip-hop	cloud rap	
Rod Stewart	classic rock	rock	70s	soft rock	pop	british	80s	rod stewart	singer-songwriter	male vocalists	
Spice Girls	pop	90s	female vocalists	british	dance	Spice Girls	Girl Groups	Guilty Pleasures	britpop	girl power	
Broken Social Scene	indie	indie rock	Canadian	post-rock	alternative	rock	indie pop	experimental	Broken social scene	ambient	
This Will Destroy You	post-rock	instrumental	ambient	experimental	post rock	american	atmospheric	indie	drone	shoegaze	
Rita Ora	pop	dance	female vocalists	rnb	british	r&b	roc nation	electronic	Rihanna	Hip-Hop	
Trivium	metalcore	thrash metal	metal	heavy metal	hardcore	Melodic Death Metal	melodic metalcore	rock	american	Trivium	
Static-X	industrial metal	metal	Nu Metal	industrial	rock	Nu-metal	alternative	alternative metal	hard rock	static-x	
Sabaton	Power metal	heavy metal	metal	swedish	war metal	Swedish Metal	battle metal	epic metal	Sweden	Sabaton	
Ariel Pink's Haunted Graffiti	Lo-Fi	experimental	Avant-Garde	indie	New Weird America	psychedelic	psychedelic pop	freak folk	american	indie pop	
Elbow	indie	alternative	indie rock	britpop	rock	british	alternative rock	indie pop	Manchester	dream pop	
Bleachers	indie pop	indie	power pop	folk	10s	powerpop	USA	Jack Antonoff	american	indie rock	
Thousand Foot Krutch	alternative rock	christian rock	rock	alternative	christian	hard rock	Nu Metal	rapcore	Canadian	alternative metal	
Swans	post-punk	industrial	experimental	noise rock	no wave	post-rock	noise	Avant-Garde	Experimental Rock	Gothic	
Sepultura	thrash metal	metal	death metal	brazilian	heavy metal	groove metal	hardcore	thrash	brazil	rock	
Asking Alexandria	post-hardcore	metalcore	screamo	electronic	hardcore	trancecore	synthcore	british	metal	melodic metalcore	
Smash Mouth	rock	alternative	alternative rock	pop	ska	90s	american	punk	punk rock	pop rock	
Janis Joplin	classic rock	blues	female vocalists	rock	60s	blues rock	singer-songwriter	Psychedelic Rock	folk	psychedelic	
Mazzy Star	dream pop	female vocalists	indie	shoegaze	alternative	folk	rock	90s	indie rock	american	
Children of Bodom	Melodic Death Metal	metal	death metal	Power metal	finnish	heavy metal	black metal	finnish metal	speed metal	Extreme Power Metal	
The New Pornographers	indie	indie rock	Canadian	indie pop	alternative	power pop	rock	pop	canada	female vocalists	
Basement Jaxx	electronic	dance	House	electronica	pop	british	alternative	techno	electro	basement jaxx	
Dio	heavy metal	hard rock	metal	classic rock	rock	Power metal	classic metal	80s	Dio	american	
John Coltrane	jazz	saxophone	free jazz	bebop	Avant-Garde	Hard Bop	instrumental	Avant-Garde Jazz	john coltrane	blues	
Robin Schulz	minimal	electronic	german	electro	dance	BPitch Control	House	germany	deep house	the best	
Nat King Cole	jazz	swing	blues	oldies	jazz vocal	vocal jazz	male vocalists	nat king cole	easy listening	50s	
Tori Amos	female vocalists	singer-songwriter	alternative	piano	rock	indie	pop	tori amos	female	alternative rock	
Silversun Pickups	indie rock	indie	alternative	shoegaze	rock	alternative rock	dream pop	american	indie pop	female vocalists	
Blind Guardian	Power metal	speed metal	metal	heavy metal	symphonic metal	german	epic metal	fantasy metal	Progressive metal	melodic metal	
INXS	rock	80s	new wave	australian	pop	classic rock	alternative	INXS	pop rock	alternative rock	
The Temptations	soul	motown	funk	oldies	rnb	60s	rhythm and blues	70s	rock	classic rock	
Def Leppard	hard rock	classic rock	rock	80s	hair metal	heavy metal	NWOBHM	british	metal	Def Leppard	
R. Kelly	rnb	soul	Hip-Hop	rap	hip hop	r&b	pop	r and b	r kelly	male vocalists	
Al Green	soul	funk	rhythm and blues	70s	rnb	oldies	blues	al green	motown	gospel	
MisterWives	indie	pop	folk	soul	alternative	check out	via:8tracks	private:watchlist	2010s	music theme	
Hardwell	House	Progressive House	electro house	dance	electro	electronic	hardwell	All	minimal	djs	
Tristan Prettyman	singer-songwriter	female vocalists	acoustic	folk	Acoustic Rock	pop	Tristan Prettyman	guitar	rock	indie	
Hammock	post-rock	ambient	shoegaze	instrumental	electronic	atmospheric	post rock	dream pop	experimental	ethereal	
UNKLE	trip-hop	electronic	downtempo	alternative	electronica	chillout	british	indie	experimental	trip hop	
Joni Mitchell	folk	singer-songwriter	female vocalists	Canadian	acoustic	jazz	classic rock	rock	folk rock	70s	
Trentemøller	minimal	electronic	techno	electronica	danish	minimal techno	electro	ambient	House	tech house	
Paloma Faith	soul	british	female vocalists	pop	alternative	jazz	indie	soft rock	female vocalist	rock	
Mary J. Blige	rnb	soul	female vocalists	Hip-Hop	urban	r&b	mary j blige	hip hop	pop	90s	
New Politics	indie rock	alternative rock	alternative	rock	rap rock	indie	danish	punk rock	pop punk	punk	
Theophilus London	Hip-Hop	electronic	indie	new york	hip hop	rap	american	alternative	Brooklyn	male vocalists	
NONONO	indie pop	electronic	indie	swedish	pop	alternative	Sweden	female vocalists	electropop	alternative pop	
Sylvan Esso	electronic	electropop	female vocalists	pop	female vocalist	synthpop	Sylvan Esso	female vocal	indietronica	american	
Third Eye Blind	rock	alternative	alternative rock	90s	pop	post-grunge	indie	pop rock	third eye blind	favorites	
Antony and the Johnsons	singer-songwriter	indie	alternative	chamber pop	folk	piano	cabaret	indie pop	pop	male vocalists	
Klingande	french	House	electronic	alternative	france	electronica	deep house	PC 50	PE 75	PC 25	
Сплин	russian rock	rock	russian	alternative	indie rock	alternative rock	indie	Splin	Pop-Rock	pop rock	
The Libertines	indie	indie rock	british	rock	alternative	britpop	alternative rock	punk	Garage Rock	punk rock	
Foreigner	classic rock	rock	80s	hard rock	pop	Foreigner	Progressive rock	soft rock	AOR	70s	
Hurts	synthpop	electronic	british	new wave	visual kei	pop	indie	electropop	male vocalists	synth pop	
Claude Debussy	Classical	piano	Impressionist	french	composers	Impressionism	instrumental	composer	romantic	classic	
Fifth Harmony	pop	female vocalists	X factor	one direction	Fifth Harmony	american	pisam no E3	girlband	1d	Girl Groups	
In This Moment	metalcore	melodic metalcore	Female fronted metal	female vocalists	metal	alternative metal	female vocalist	american	hardcore	rock	
Cut Copy	electronic	indie	australian	electro	electronica	synthpop	electropop	dance	indie pop	indietronica	
Foxes	pop	indie	indie pop	female vocalists	screamo	british	electronic	singer-songwriter	electronica	melodic hardcore	
Sonata Arctica	Power metal	metal	melodic metal	finnish	symphonic metal	Progressive metal	heavy metal	finnish metal	Melodic Power Metal	speed metal	
Matchbox Twenty	rock	alternative rock	alternative	90s	pop	pop rock	matchbox twenty	american	indie	post-grunge	
Eluveitie	folk metal	pagan metal	Melodic Death Metal	celtic metal	Celtic Folk Metal	metal	swiss	celtic	folk	death metal	
Matt & Kim	indie pop	indie	electronic	indie rock	dance	power pop	american	pop	Lo-Fi	alternative	
Tom Petty and The Heartbreakers	classic rock	rock	80s	singer-songwriter	folk	american	Tom Petty	alternative	heartland rock	70s	
Cash Cash	powerpop	electronic	pop	electronica	new wave	alternative	electropop	pop punk	dance	indie	
Arch Enemy	Melodic Death Metal	death metal	metal	Female fronted metal	swedish	thrash metal	female vocalists	heavy metal	Swedish Metal	gothenburg metal	
Idina Menzel	Broadway	female vocalists	musicals	Wicked	Rent	pop	musical	Soundtrack	Musical theatre	Idina Menzel	
Staind	rock	alternative rock	alternative	hard rock	metal	Nu Metal	alternative metal	post-grunge	staind	Nu-metal	
Mac Miller	Hip-Hop	rap	underground hip-hop	pittsburgh	underground rap	hip hop	american	mac miller	swag	underground	
The Used	emo	screamo	rock	alternative	punk	alternative rock	punk rock	post-hardcore	emocore	the used	
Pavement	indie	indie rock	Lo-Fi	alternative	rock	alternative rock	90s	post-punk	indie pop	american	
Carly Rae Jepsen	pop	Canadian	female vocalists	folk	acoustic	dance	Carly Rae Jepsen	canada	female vocalist	pop rock	
Cocteau Twins	dream pop	shoegaze	post-punk	ethereal	alternative	female vocalists	4ad	indie	Gothic	80s	
TLC	rnb	Hip-Hop	female vocalists	pop	soul	90s	hip hop	r&b	tlc	american	
Starfucker	electronic	indie pop	indie	portland	Belgium	synthpop	indietronica	electropop	american	electronica	
The Jesus and Mary Chain	shoegaze	post-punk	alternative	indie	rock	noise pop	80s	indie rock	alternative rock	noise	
Rixton	pop	british	r&b	pop rock	rock	english	rnb	United Kingdom	band	acoustic	
Peter Gabriel	Progressive rock	rock	singer-songwriter	classic rock	pop	80s	british	alternative	Peter Gabriel	art rock	
Manic Street Preachers	rock	britpop	alternative rock	indie	alternative	british	indie rock	welsh	90s	political	
Lamb of God	metalcore	groove metal	metal	thrash metal	death metal	heavy metal	hardcore	american	Pure American Metal	Melodic Death Metal	
Cobra Starship	pop punk	alternative	rock	indie rock	Snakes on a Motherfucking Plane	pop	indie	electronic	alternative rock	dance	
The Game	rap	Hip-Hop	Gangsta Rap	west coast	hip hop	the game	West Coast Rap	hiphop	California	gangsta	
The Chainsmokers	electronic	pop	electro house	House	american	Selfie	instagram	United States	alternative dance	Progressive House	
Sun Kil Moon	folk	singer-songwriter	indie	indie rock	americana	slowcore	Alt-country	acoustic	folk rock	alternative	
Big K.R.I.T.	Hip-Hop	rap	hip hop	Southern Hip Hop	mississippi	Dirty South	southern rap	underground hip-hop	southern hip-hop	conscious hip-hop	
Whitesnake	hard rock	classic rock	rock	80s	hair metal	heavy metal	metal	Whitesnake	blues rock	british	
Deorro	House	Progressive House	dance	club	american	electronic	electro	melbourne	electro house	trap	
Father John Misty	folk	indie	folk rock	Alt-country	indie folk	alternative country	american	singer-songwriter	fleet foxes	country	
The Album Leaf	post-rock	ambient	instrumental	electronic	indie	post rock	alternative	chillout	electronica	experimental	
Laura Marling	folk	female vocalists	singer-songwriter	indie	acoustic	british	indie folk	alternative	female vocalist	Laura Marling	
Alex Clare	dubstep	soul	electronic	british	pop rock	male vocalists	pop	indie	alternative	soulstep	
Helios	ambient	electronic	idm	downtempo	electronica	post-rock	experimental	chillout	instrumental	atmospheric	
Ice Cube	rap	Hip-Hop	Gangsta Rap	west coast	hip hop	West Coast Rap	old school	Ice Cube	G-funk	los angeles	
Archive	trip-hop	electronic	alternative	Progressive rock	rock	british	alternative rock	indie	trip hop	electronica	
Nils Frahm	piano	ambient	contemporary classical	modern classical	instrumental	neoclassical	post-classical	piano ambient	contemporary piano	minimalism	
Baths	electronic	glitch-hop	ambient	Lo-Fi	glitch	experimental	anticon	idm	chillwave	downtempo	
The Dandy Warhols	indie	rock	alternative	indie rock	alternative rock	psychedelic	american	indie pop	Psychedelic Rock	electronic	
Clint Mansell	Soundtrack	instrumental	ambient	electronic	Classical	experimental	british	composer	electronica	neoclassical	
Emeli Sandé	soul	british	female vocalists	r'n'b	female vocalist	rnb	pop	Scottish	r&b	Neo-Soul	
Trey Songz	rnb	soul	male vocalists	urban	trey songz	r&b	Hip-Hop	r and b	hip hop	pop	
Lady Antebellum	country	modern country	country pop	lady antebellum	rock	pop	female vocalists	american	contemporary country	male vocalists	
How to Dress Well	Lo-Fi	experimental	electronic	ambient	psychedelic	dream pop	indie	rnb	ambient pop	chillwave	
Electric Guest	indie pop	indie	electronic	american	Danger Mouse	pop	All	LastfmSC	los angeles	Like	
Sam Cooke	soul	rhythm and blues	oldies	gospel	rnb	60s	blues	sam cooke	american	pop	
Emilíana Torrini	female vocalists	icelandic	trip-hop	singer-songwriter	chillout	electronic	alternative	downtempo	indie	folk	
The Mamas & the Papas	classic rock	60s	oldies	rock	pop	folk	psychedelic	american	folk rock	hippie	
Kraftwerk	electronic	synthpop	german	electronica	electro	krautrock	experimental	techno	80s	70s	
The Heavy	funk	indie	soul	rock	blues	indie rock	british	blues rock	Funk Rock	ninja tune	
Taking Back Sunday	emo	rock	alternative	punk	indie	punk rock	alternative rock	screamo	pop punk	taking back sunday	
You+Me	folk	indie	P!nk	City And Colour	pink	dallas green	acoustic	alternative	female vocalists	singer-songwriter	
Balmorhea	post-rock	instrumental	ambient	piano	acoustic	contemporary classical	neoclassical	experimental	american	post rock	
NOFX	punk	punk rock	ska punk	ska	rock	skate punk	hardcore	alternative	political	pop punk	
Krewella	dubstep	electronic	female vocalists	breakbeat	Brostep	electro house	dance	Progressive House	House	american	
Nelly	Hip-Hop	rap	rnb	hip hop	Nelly	pop	american	Dirty South	hiphop	r&b	
Helloween	Power metal	heavy metal	speed metal	metal	german	melodic metal	rock	Helloween	hard rock	German metal	
Dan Croll	indie	indie pop	electronic	british	pop	All	male vocalists	dream pop	folk	ComplimentYourSoul	
Slowdive	shoegaze	dream pop	ambient	indie	shoegazer	british	post-rock	indie rock	alternative	ethereal	
Lacuna Coil	Gothic Metal	metal	Female fronted metal	female vocalists	Gothic	italian	Gothic Rock	rock	symphonic metal	alternative metal	
Gramatik	Hip-Hop	funk	downtempo	chillout	instrumental hip-hop	electronic	trip-hop	dubstep	instrumental	Grammatik	
Imogen Heap	female vocalists	indie	electronic	singer-songwriter	alternative	electronica	indie pop	british	pop	chillout	
Halestorm	hard rock	female vocalists	rock	alternative rock	alternative metal	alternative	american	post-grunge	heavy metal	metal	
